Time,station_id,Taxi,Bus,Cargo,Private_Veh
1500-1600 ,2216,22,0.8,22.3,50.2
1600-1700 ,2216,23.5,1.6,18.900000000000002,49.4
1700-1800 ,2216,21.8,2.4,15.0,53.7
1800-1900 ,2216,26.6,3.8,8.200000000000001,53.8
1900-2000 ,2216,27.7,1.5,6.0,60.6
2000-2100 ,2216,34.9,1.1,4.6,54.1
2100-2200 ,2216,42,0.6,7.6,43.4
2200-2300 ,2216,31,0.5,6.2,56.8
0700-0800 ,1007,39.7,2.7,10.9,18.4
0800-0900 ,1007,28.2,4.6,9.2,36.6
0900-1000 ,1007,24.7,0.9,13.1,47
1000-1100 ,1007,26.3,0.7,16.9,43.6
1100-1200 ,1007,27.3,0.7,13.8,40.8
1200-1300 ,1007,27.5,0.7,9.5,47.7
1300-1400 ,1007,29,1.2,11.100000000000001,41.9
1400-1500 ,1007,26.8,0.3,10.8,43.9
1500-1600 ,1007,26.8,0.6,11.8,43.8
1600-1700 ,1007,23.9,0.5,9.799999999999999,46.3
1700-1800 ,1007,28.6,1.1,5.800000000000001,46
1800-1900 ,1007,32,1,2.2,42.5
1900-2000 ,1007,31.8,1,1.5,49.1
2000-2100 ,1007,34.8,0.2,2.2,39.6
2100-2200 ,1007,42.3,0.5,2.3,30.7
2200-2300 ,1007,38.7,0.5,1.3,35.2
0700-0800 ,1032,33.2,2.8,15.6,38.9
0800-0900 ,1032,31.7,1.9,13.399999999999999,47.4
0900-1000 ,1032,31,0.9,13.700000000000001,51.4
1000-1100 ,1032,29.6,0.9,17.7,47.7
1100-1200 ,1032,23.8,1.3,23.8,45.8
1200-1300 ,1032,22.3,2.8,22.099999999999998,48.4
1300-1400 ,1032,25.7,2.4,19.3,47.4
1400-1500 ,1032,21.4,1.7,24.1,50.3
1500-1600 ,1032,26.3,2.3,19.2,46.7
1600-1700 ,1032,23,1.9,17.0,52
1700-1800 ,1032,22.7,3.9,13.6,51.8
1800-1900 ,1032,25.2,1.8,5.0,61.5
1900-2000 ,1032,21.1,1.8,6.2,67
2000-2100 ,1032,27.2,0.3,3.3,66
2100-2200 ,1032,30.3,0.7,8.0,55.2
2200-2300 ,1032,30.1,0.8,7.5,54.5
0700-0800 ,6211,7.9,2.8,14.8,64.8
0800-0900 ,6211,10.8,4.1,12.5,65.3
0900-1000 ,6211,16.8,3.9,15.2,56.6
1000-1100 ,6211,11.8,2.7,22,55.4
1100-1200 ,6211,10.5,3.2,17.799999999999997,57.2
1200-1300 ,6211,11.2,3.9,18.200000000000003,54.3
1300-1400 ,6211,8.3,3.5,21.5,55.6
1400-1500 ,6211,9.8,3.8,20.8,58.5
1500-1600 ,6211,14.2,4.1,18.6,51.5
1600-1700 ,6211,10,3.6,18.700000000000003,56.1
1700-1800 ,6211,10.6,3.3,17.1,56.4
1800-1900 ,6211,12,2.4,9.1,66.4
1900-2000 ,6211,11.4,3.5,7.4,65.4
2000-2100 ,6211,10.8,3.9,5.9,67.4
2100-2200 ,6211,13.9,3.2,6.1,67.1
2200-2300 ,6211,13,3.9,9.600000000000001,62.6
0700-0800 ,4217,11.9,4.5,16.900000000000002,43.5
0800-0900 ,4217,14.8,2.9,19.0,44.6
0900-1000 ,4217,17.9,1.3,22.3,38.6
1000-1100 ,4217,20.8,0.7,25.200000000000003,35.6
1100-1200 ,4217,23.6,0.7,22.200000000000003,34.9
1200-1300 ,4217,23,2,18.700000000000003,37.3
1300-1400 ,4217,20.9,3.6,18.2,37.6
1400-1500 ,4217,17.7,1.4,20.5,42.1
1500-1600 ,4217,22,0.9,22.2,37.9
1600-1700 ,4217,17.3,1.1,21.3,41.5
1700-1800 ,4217,16.4,2.2,16.2,45
1800-1900 ,4217,17.3,1.9,11.0,48.8
1900-2000 ,4217,20.4,0.2,8.299999999999999,49.1
2000-2100 ,4217,26.1,0.3,7.199999999999999,46
2100-2200 ,4217,27.7,0.3,6.0,44.7
2200-2300 ,4217,27.7,0.3,6.3999999999999995,43
0700-0800 ,3103,44.8,5.2,13.8,20.7
0800-0900 ,3103,22.2,3.7,7.4,51.9
0900-1000 ,3103,41.2,2.4,17.6,22.4
1000-1100 ,3103,45.9,1.4,13.5,24.3
1100-1200 ,3103,42.5,1.9,14.2,30.2
1200-1300 ,3103,41.5,4.3,16,26.6
1300-1400 ,3103,31,1.4,16.9,35.2
1400-1500 ,3103,35.3,2.4,14.1,34.1
1500-1600 ,3103,38.6,0,7.9,41.6
1600-1700 ,3103,31.7,1.9,12.5,41.3
1700-1800 ,3103,30,0,10.100000000000001,38.8
1800-1900 ,3103,35,3.8,10,33.8
1900-2000 ,3103,26.4,0,9.7,44.4
2000-2100 ,3103,37,1.2,4.9,35.8
2100-2200 ,3103,46,0,6.4,27
2200-2300 ,3103,44.7,2.1,4.3,38.3
0700-0800 ,1022,7.9,2,20.5,54.1
0800-0900 ,1022,4.3,1.2,24.9,53.8
0900-1000 ,1022,7.9,1.7,34.5,43.8
1000-1100 ,1022,9.1,1.5,41.1,39.1
1100-1200 ,1022,9.1,1.3,41.0,39.8
1200-1300 ,1022,10.1,1.5,36.5,43.4
1300-1400 ,1022,8.3,1.5,36.4,45
1400-1500 ,1022,9.3,2.2,34.0,46.8
1500-1600 ,1022,9.1,1,30.299999999999997,49.9
1600-1700 ,1022,6.9,2.2,27.2,52.5
1700-1800 ,1022,7.5,1.7,20.4,55.3
1800-1900 ,1022,6.2,0.8,13.9,63.6
1900-2000 ,1022,11.8,0.9,12.299999999999999,64.3
2000-2100 ,1022,24.5,0.7,11.2,52.2
2100-2200 ,1022,27.6,0.5,9.899999999999999,51.9
2200-2300 ,1022,27.3,0.5,8.6,52.3
0700-0800 ,2408,33.6,0,23.5,20.2
0800-0900 ,2408,31.5,12.2,13.2,39.6
0900-1000 ,2408,24.4,3.6,5.4,60.5
1000-1100 ,2408,17.3,6.5,18.400000000000002,55
1100-1200 ,2408,20.6,1.8,18.799999999999997,52.9
1200-1300 ,2408,23.1,1.9,22.1,50
1300-1400 ,2408,11.7,4.1,5.9,75.8
1400-1500 ,2408,14.4,5,17.3,62
1500-1600 ,2408,21.3,5.1,18.0,53.7
1600-1700 ,2408,19.7,6.6,15.899999999999999,52.6
1700-1800 ,2408,18.7,11.2,6.6,59
1800-1900 ,2408,20.2,3.6,4.7,64.7
1900-2000 ,2408,10.9,4.2,0.8,80.3
2000-2100 ,2408,16.3,0,0,78.9
2100-2200 ,2408,25,3.6,0,64.3
2200-2300 ,2408,25.8,4.3,0,55.9
0700-0800 ,5024,6.6,3.9,16.0,64.6
0800-0900 ,5024,7,2.3,22.5,59.9
0900-1000 ,5024,13.2,1.8,28.900000000000002,46.3
1000-1100 ,5024,16.9,0.6,28.900000000000002,48.1
1100-1200 ,5024,15.6,1.9,28.1,47.4
1200-1300 ,5024,15.2,1.9,23.3,51.9
1300-1400 ,5024,12.9,2.5,23.7,53.2
1400-1500 ,5024,11.6,1.7,28.700000000000003,51.7
1500-1600 ,5024,13.9,0.9,27.4,51.2
1600-1700 ,5024,17.9,1.7,26.1,46.4
1700-1800 ,5024,11,1.5,17.3,59.2
1800-1900 ,5024,10.6,1.3,12.1,67.9
1900-2000 ,5024,12.9,1.2,10.7,69.2
2000-2100 ,5024,17.5,0.9,10.7,62.8
2100-2200 ,5024,22.4,0.9,7.800000000000001,61.1
2200-2300 ,5024,26.7,0.5,6.699999999999999,59.4
0700-0800 ,5026,13.8,2.5,33.0,40.9
0800-0900 ,5026,13.9,2.4,30.700000000000003,45.6
0900-1000 ,5026,15.2,1.3,38.0,39.8
1000-1100 ,5026,17.4,0.6,45.4,31.4
1100-1200 ,5026,14.8,1.2,44.099999999999994,34.5
1200-1300 ,5026,14.3,1.8,41.0,37.2
1300-1400 ,5026,12.8,1.8,40.4,39.5
1400-1500 ,5026,13.1,1.4,41.8,38.3
1500-1600 ,5026,12.2,1.4,41.6,38.6
1600-1700 ,5026,14.7,1.5,38.2,39.5
1700-1800 ,5026,11.6,1.4,30.7,48.1
1800-1900 ,5026,12.1,1.6,19.2,59.3
1900-2000 ,5026,13.7,0.9,14.2,63.1
2000-2100 ,5026,20,1.3,15.5,55.2
2100-2200 ,5026,19.7,1.5,15.3,53.8
2200-2300 ,5026,26.6,0.6,12.5,51.6
0700-0800 ,5023,16,2.3,19.5,44.1
0800-0900 ,5023,22.8,2.7,19.8,40.5
0900-1000 ,5023,17.4,0.9,24.700000000000003,37.5
1000-1100 ,5023,31.2,0.5,19.9,29.6
1100-1200 ,5023,17.2,1.8,25.799999999999997,33.7
1200-1300 ,5023,25.7,4.8,22.700000000000003,29.9
1300-1400 ,5023,15.8,5.1,32.8,23.4
1400-1500 ,5023,24,1.2,22.1,33.8
1500-1600 ,5023,19.3,0.6,29.5,33.2
1600-1700 ,5023,25.8,2.3,22.9,34.2
1700-1800 ,5023,23.5,3.1,19.099999999999998,32.2
1800-1900 ,5023,21.1,2.2,15.3,45.1
1900-2000 ,5023,29.3,0,9.1,45
2000-2100 ,5023,35.2,0,14.700000000000001,33.9
2100-2200 ,5023,33.1,1.6,5.6,37.9
2200-2300 ,5023,37,0,5.9,39.3
0700-0800 ,5016,6.8,1.9,31.3,52.7
0800-0900 ,5016,6.7,2.2,32.5,52.4
0900-1000 ,5016,4.4,1,42.099999999999994,47.7
1000-1100 ,5016,5.2,1.1,53.599999999999994,35.6
1100-1200 ,5016,4.8,1.3,48.0,40.7
1200-1300 ,5016,5.2,1.5,44.7,42.4
1300-1400 ,5016,5.5,1,44.3,44.2
1400-1500 ,5016,4.9,1.5,48.6,39
1500-1600 ,5016,3.7,1,52.6,38.5
1600-1700 ,5016,4.5,1.1,46.7,42.1
1700-1800 ,5016,4.3,1.7,37.1,49.7
1800-1900 ,5016,5.1,2.6,21.5,63.6
1900-2000 ,5016,5.1,1.9,19.6,65.6
2000-2100 ,5016,8.4,0.8,20.3,62.6
2100-2200 ,5016,10.1,1.8,17.2,63.7
2200-2300 ,5016,10.7,1.3,18.7,62.2
0700-0800 ,6209,9.7,8.2,17.9,43.1
0800-0900 ,6209,11.3,4.8,14.3,53.5
0900-1000 ,6209,21.3,0.9,16.0,47
1000-1100 ,6209,17.2,3.6,22.7,37.2
1100-1200 ,6209,10.1,4.5,14.6,49.3
1200-1300 ,6209,15.5,2.1,10.3,47.5
1300-1400 ,6209,11.3,6,16.5,37.5
1400-1500 ,6209,12.6,1.9,20.299999999999997,41.5
1500-1600 ,6209,16.9,1.8,15.200000000000001,46.3
1600-1700 ,6209,9.9,2.5,11.6,53.7
1700-1800 ,6209,14.1,1.3,11.4,59.1
1800-1900 ,6209,12.5,2.8,3.4,67.5
1900-2000 ,6209,10.2,1.2,2.4,68.4
2000-2100 ,6209,17.3,2.6,1.7,60.6
2100-2200 ,6209,12.5,1,2.9,63.5
2200-2300 ,6209,25.8,0.8,1.7,59.2
0700-0800 ,2204,13.5,7.4,0,47.9
0800-0900 ,2204,14.2,10.5,6,50.9
0900-1000 ,2204,17,1.4,4.2,64.3
1000-1100 ,2204,29.7,1.5,13.0,40.3
1100-1200 ,2204,24.7,2.8,13.7,48.8
1200-1300 ,2204,24.2,5.1,9.5,47.6
1300-1400 ,2204,20.5,6.6,12.6,48.2
1400-1500 ,2204,23.1,3.6,7.9,54.1
1500-1600 ,2204,21.5,2.6,7.2,56.6
1600-1700 ,2204,25.4,5.9,6.5,47
1700-1800 ,2204,17.3,2,2,60
1800-1900 ,2204,19.5,0.7,4.9,62.7
1900-2000 ,2204,26.2,1.6,1.6,56.6
2000-2100 ,2204,35.3,0,0.9,47.4
2100-2200 ,2204,27.6,1.1,4.2,49.9
2200-2300 ,2204,44.7,1.4,0,39.3
0700-0800 ,3006,20.2,0,14.3,12.7
0800-0900 ,3006,18.6,0.4,14.0,29.4
0900-1000 ,3006,20.5,0.5,21.5,19.2
1000-1100 ,3006,32.1,0,23.1,17.5
1100-1200 ,3006,32.1,0.4,17.7,20.2
1200-1300 ,3006,30.2,0,14.899999999999999,23.6
1300-1400 ,3006,27.9,0.6,18.8,21.7
1400-1500 ,3006,35.5,0,13.299999999999999,20.9
1500-1600 ,3006,32.9,0,13.9,24.5
1600-1700 ,3006,27.1,0,12.2,31.9
1700-1800 ,3006,31.2,0,8,28.4
1800-1900 ,3006,29.1,0,5.7,28
1900-2000 ,3006,35.9,0,6.5,29.4
2000-2100 ,3006,37,0,4.699999999999999,29.7
2100-2200 ,3006,34.9,0,6.0,29.7
2200-2300 ,3006,36,0,6.699999999999999,27.1
0700-0800 ,4207,37.6,2.7,17.9,13.4
0800-0900 ,4207,33.4,5.7,10.5,28.2
0900-1000 ,4207,36.2,2.3,17.6,27.8
1000-1100 ,4207,43.6,1.5,19.5,19.5
1100-1200 ,4207,36.4,1.2,20.4,17.9
1200-1300 ,4207,36.4,1.4,19.599999999999998,25.4
1300-1400 ,4207,35.4,0.5,18.0,24.6
1400-1500 ,4207,30.9,0.6,22.4,26.9
1500-1600 ,4207,36.8,2.3,18.4,27.6
1600-1700 ,4207,25.8,1.3,19.9,33.1
1700-1800 ,4207,28.5,0.6,11.9,39.8
1800-1900 ,4207,28.7,1.8,7.300000000000001,47.8
1900-2000 ,4207,31.3,1.7,1.7,47.9
2000-2100 ,4207,36.6,1.5,7.5,32.9
2100-2200 ,4207,39.7,1.1,7.699999999999999,26.4
2200-2300 ,4207,35.5,0,5.8,39.6
0700-0800 ,5029,6.4,1.7,33.5,48.2
0800-0900 ,5029,7.7,1.4,37.8,44.4
0900-1000 ,5029,6.1,0.1,44.5,43.4
1000-1100 ,5029,6.1,0,46.8,38.4
1100-1200 ,5029,6.7,0.6,42.900000000000006,41.5
1200-1300 ,5029,4.2,0.2,43.5,43
1300-1400 ,5029,6.1,0.4,50.2,35.5
1400-1500 ,5029,5.2,0,46.2,40.8
1500-1600 ,5029,5.1,0.2,43.5,44.4
1600-1700 ,5029,3.5,0.7,47.2,40.2
1700-1800 ,5029,6,0.3,32.3,48.3
1800-1900 ,5029,6.6,0.7,21.6,60.6
1900-2000 ,5029,6.6,1.2,13.100000000000001,66.9
2000-2100 ,5029,11.6,0.3,14.6,59.7
2100-2200 ,5029,10.1,0,18.0,57.5
2200-2300 ,5029,12.7,0.3,15.399999999999999,58.1
0700-0800 ,1021,14.2,7.7,10.700000000000001,53.8
0800-0900 ,1021,13.7,3.2,11.600000000000001,60.8
0900-1000 ,1021,13.9,1.1,20.6,54.7
1000-1100 ,1021,6.6,5.9,24.400000000000002,50.2
1100-1200 ,1021,9.9,2.5,19.1,57.1
1200-1300 ,1021,11,2.2,17.0,58.2
1300-1400 ,1021,3.8,3,15.2,64.6
1400-1500 ,1021,10.8,4.1,17.6,54.1
1500-1600 ,1021,14.9,4.4,16.0,56.7
1600-1700 ,1021,13.9,7.4,19.9,46.2
1700-1800 ,1021,13.4,1.5,11.3,60.2
1800-1900 ,1021,11.9,1.3,5.7,70
1900-2000 ,1021,15.6,2.6,0.7,68.8
2000-2100 ,1021,17.8,1,4.2,67.9
2100-2200 ,1021,23,0,6.8999999999999995,59.8
2200-2300 ,1021,13.4,0,6.7,67.2
0700-0800 ,3001,13.3,4.4,10.9,61.8
0800-0900 ,3001,9.2,1.7,16.1,64.1
0900-1000 ,3001,15.1,1.4,19.7,56.1
1000-1100 ,3001,22.4,1.4,21.2,50.3
1100-1200 ,3001,23.1,1.6,17.1,52.9
1200-1300 ,3001,18,1.5,15.5,60.7
1300-1400 ,3001,16.8,1.7,16.8,58.6
1400-1500 ,3001,18,1.3,18.4,57.6
1500-1600 ,3001,17.5,1.1,16.0,61.2
1600-1700 ,3001,19.3,1.9,11.9,61.3
1700-1800 ,3001,18.1,2.1,10.5,62.6
1800-1900 ,3001,14.9,1.7,7.0,70.4
1900-2000 ,3001,15.9,0.9,6.3,71
2000-2100 ,3001,21,1.7,5.4,68.2
2100-2200 ,3001,24.8,1.2,4.9,63.4
2200-2300 ,3001,20.2,0.7,5.0,69.9
0700-0800 ,2402,33.3,0,33.3,25.9
0800-0900 ,2402,37.8,0,24.4,31.1
0900-1000 ,2402,26.5,0,21.7,44.6
1000-1100 ,2402,20.3,0,31.3,34.4
1100-1200 ,2402,17.4,0,33.3,44.9
1200-1300 ,2402,22.4,0,15.5,51.7
1300-1400 ,2402,34.5,0,25.8,31
1400-1500 ,2402,22.8,0,17.5,50.9
1500-1600 ,2402,22.6,0,15.1,56.6
1600-1700 ,2402,15.8,0,21.1,56.1
1700-1800 ,2402,20,0,10,56.7
1800-1900 ,2402,7.5,0,15,67.5
1900-2000 ,2402,16.7,0,1.7,71.7
2000-2100 ,2402,14.8,0,7.4,63
2100-2200 ,2402,17.4,0,8.6,65.2
2200-2300 ,2402,35.3,0,11.8,47.1
0700-0800 ,4220,28.9,3.4,14.1,27.2
0800-0900 ,4220,18.9,1.8,17.1,42.9
0900-1000 ,4220,19,0.4,27.0,31.7
1000-1100 ,4220,22.4,1.3,29.5,28.1
1100-1200 ,4220,13.8,2.5,21.3,37
1200-1300 ,4220,19,3.3,25.7,31.6
1300-1400 ,4220,11,6.1,22.7,42
1400-1500 ,4220,14.1,0.9,22.7,42.7
1500-1600 ,4220,7.6,3.1,24.7,40.4
1600-1700 ,4220,10.5,1.4,22.3,42.3
1700-1800 ,4220,20.7,1.2,14.299999999999999,38.6
1800-1900 ,4220,16,0.8,10.0,50.2
1900-2000 ,4220,15.7,1.5,9.6,55.6
2000-2100 ,4220,14.5,1.4,6.1,54.1
2100-2200 ,4220,14.7,1.1,6.0,55.7
2200-2300 ,4220,20.6,1.1,6.9,50.9
0700-0800 ,2211,49.2,2.4,5.2,32.5
0800-0900 ,2211,36.2,3.4,4.2,51.4
0900-1000 ,2211,33.2,1.4,9.6,52.1
1000-1100 ,2211,28.7,1.1,11.7,54.1
1100-1200 ,2211,28.7,1.3,11.6,53.9
1200-1300 ,2211,29.9,2.1,9.6,49.8
1300-1400 ,2211,32.6,1.7,11.5,48.3
1400-1500 ,2211,29.9,0.8,11.4,52.1
1500-1600 ,2211,29.8,1.6,12.100000000000001,51.5
1600-1700 ,2211,28.1,1.2,11.5,53.1
1700-1800 ,2211,34,1.6,6.2,52.2
1800-1900 ,2211,33.3,1.3,4.0,51.4
1900-2000 ,2211,40.1,1.7,1.7,48.8
2000-2100 ,2211,46.4,1.3,2.1,42.3
2100-2200 ,2211,47.6,0,1.4,43.1
2200-2300 ,2211,48.4,0.3,0.6,42.8
0700-0800 ,5038,16.6,3.3,28.799999999999997,49.2
0800-0900 ,5038,12.8,2.5,26.0,57.2
0900-1000 ,5038,13.3,3.2,34.599999999999994,46.9
1000-1100 ,5038,17.4,1.2,39.7,40
1100-1200 ,5038,16.9,1.8,35.8,44.1
1200-1300 ,5038,15.4,2.2,33.8,46.7
1300-1400 ,5038,16.1,1.8,38.599999999999994,42.6
1400-1500 ,5038,12.2,1.7,38.8,46.6
1500-1600 ,5038,16.4,2.1,36.099999999999994,44.5
1600-1700 ,5038,11,2.4,37.0,48.7
1700-1800 ,5038,16.4,3.4,26.900000000000002,50.9
1800-1900 ,5038,12.2,2.8,16.0,67.6
1900-2000 ,5038,16.5,1.7,12.3,68.1
2000-2100 ,5038,22.1,2.3,16.6,57.8
2100-2200 ,5038,25.6,2.8,12.5,57.8
2200-2300 ,5038,26.1,5.5,13.0,54.7
0700-0800 ,5014,0,0,20,60.9
0800-0900 ,5014,2.8,0,19.7,66.5
0900-1000 ,5014,7.8,0,25.9,56.5
1000-1100 ,5014,2.2,1.1,25.1,59
1100-1200 ,5014,5.9,1.2,22.5,55.6
1200-1300 ,5014,2.5,0,27.3,60.7
1300-1400 ,5014,3.6,0,26.3,56.3
1400-1500 ,5014,4.1,0,30.8,55.4
1500-1600 ,5014,3.5,1.2,25.8,58.5
1600-1700 ,5014,4.7,0,21.8,61.6
1700-1800 ,5014,3.2,0.8,23.900000000000002,59
1800-1900 ,5014,4.8,0,13,62.8
1900-2000 ,5014,0.9,0,8.7,78.6
2000-2100 ,5014,1.7,0,10.1,67.2
2100-2200 ,5014,1.9,0,11.4,62.9
2200-2300 ,5014,10,0,6,71.6
0700-0800 ,4221,27.2,2,35.3,25.2
0800-0900 ,4221,34.1,2.9,14.700000000000001,43.7
0900-1000 ,4221,28.2,1.2,21.1,44.8
1000-1100 ,4221,32.9,0.8,32.5,29.3
1100-1200 ,4221,29.4,1.4,25.7,37.9
1200-1300 ,4221,32.8,0.8,21.599999999999998,41.7
1300-1400 ,4221,23.4,0.9,25.0,46.7
1400-1500 ,4221,25.7,1.9,26.099999999999998,42.8
1500-1600 ,4221,26,1.5,27.9,40.2
1600-1700 ,4221,23.7,1.5,15.6,52.5
1700-1800 ,4221,29.9,1.4,14.5,48.6
1800-1900 ,4221,24.2,0.3,8.8,61.6
1900-2000 ,4221,32.8,2.1,2.6,55.9
2000-2100 ,4221,43.5,0.7,5.9,44.2
2100-2200 ,4221,41.2,1.7,4.3,47.2
2200-2300 ,4221,36,0,4.9,54.5
0700-0800 ,3014,20.5,2.1,23.3,13.4
0800-0900 ,3014,17.9,1.4,18.6,35.2
0900-1000 ,3014,26.5,1.9,26.4,25.4
1000-1100 ,3014,16.3,0.5,32.6,29.4
1100-1200 ,3014,28.5,0,26.8,22.1
1200-1300 ,3014,24.6,0,25.900000000000002,21.9
1300-1400 ,3014,23.8,2.2,26.400000000000002,22.9
1400-1500 ,3014,25.3,0.9,33.8,18
1500-1600 ,3014,26,0.4,28.7,22
1600-1700 ,3014,14.7,1.8,24.8,30.3
1700-1800 ,3014,22.5,0.5,23.400000000000002,29.4
1800-1900 ,3014,28.1,0.9,10.700000000000001,32.4
1900-2000 ,3014,31.9,0.8,7.1000000000000005,35.7
2000-2100 ,3014,37.2,0.6,8.7,24.8
2100-2200 ,3014,47.7,0.7,6,13.4
2200-2300 ,3014,44.2,0.7,5.9,20.2
0700-0800 ,4211,39.5,2.3,13.7,24
0800-0900 ,4211,28,1.2,11.6,44.4
0900-1000 ,4211,21.2,1,16.5,50
1000-1100 ,4211,29,0.3,23.5,36.4
1100-1200 ,4211,22.4,2.7,20.3,42.4
1200-1300 ,4211,25.8,2.1,17.6,40.6
1300-1400 ,4211,26.4,2.6,16.7,42.8
1400-1500 ,4211,28.2,1.4,14.9,42.7
1500-1600 ,4211,30.8,1.9,18.1,39.2
1600-1700 ,4211,24.9,0.7,19.200000000000003,42
1700-1800 ,4211,24.5,2,11.7,47
1800-1900 ,4211,24.8,0.3,7.1,56
1900-2000 ,4211,26.7,0.7,5.4,53.5
2000-2100 ,4211,28.1,0.4,5.800000000000001,49.1
2100-2200 ,4211,30.7,0,9.1,42
2200-2300 ,4211,27.4,0.6,11.1,48.5
0700-0800 ,6206,13.2,3.9,27.700000000000003,42.6
0800-0900 ,6206,8.6,1.6,23.200000000000003,59.1
0900-1000 ,6206,9.8,0.4,38.300000000000004,44.2
1000-1100 ,6206,15.3,1.5,32.6,43.4
1100-1200 ,6206,14.8,1.2,37.2,39.1
1200-1300 ,6206,13,0.4,29.7,49.1
1300-1400 ,6206,9.8,3.6,29.799999999999997,49
1400-1500 ,6206,11.5,0.6,38,42.3
1500-1600 ,6206,17.4,0.4,34.6,40.2
1600-1700 ,6206,13.4,0.2,34.1,46.1
1700-1800 ,6206,11.2,1.8,23.9,53.2
1800-1900 ,6206,10.3,1.2,17.0,64.9
1900-2000 ,6206,12.6,1.7,16.7,60.4
2000-2100 ,6206,16.9,0.3,9.2,62.6
2100-2200 ,6206,18.1,0.7,13.9,54.7
2200-2300 ,6206,25,0,8.2,56.1
0700-0800 ,5018,26.9,3.1,16.2,33.2
0800-0900 ,5018,25.6,2.3,16.4,36.5
0900-1000 ,5018,24.4,1.4,24.6,33.5
1000-1100 ,5018,24.6,1.4,32.8,22.3
1100-1200 ,5018,19.2,2.9,26.799999999999997,29.7
1200-1300 ,5018,21.5,2.8,21.8,33.2
1300-1400 ,5018,17.3,3.8,21.8,34.1
1400-1500 ,5018,19,2.5,29.7,28.4
1500-1600 ,5018,21.3,2.6,25.4,29.6
1600-1700 ,5018,24.9,1.8,20.3,30
1700-1800 ,5018,19.4,2.9,19.599999999999998,36.1
1800-1900 ,5018,17.9,2.1,15.4,42.4
1900-2000 ,5018,22,0.5,8.899999999999999,45.6
2000-2100 ,5018,27.2,1.2,9.399999999999999,39.7
2100-2200 ,5018,29.5,1.2,9.1,38
2200-2300 ,5018,27,0.3,10.200000000000001,42
0700-0800 ,2202,26.7,7.4,1.2,51
0800-0900 ,2202,15.1,4,3.6,71.5
0900-1000 ,2202,20.6,3.2,7.1000000000000005,66
1000-1100 ,2202,16.1,0.6,17.0,62.4
1100-1200 ,2202,14.7,2.5,10.899999999999999,65.6
1200-1300 ,2202,12.7,1.7,14.4,65.9
1300-1400 ,2202,14.3,2.9,12.899999999999999,62.3
1400-1500 ,2202,15.5,1.9,10.2,68.3
1500-1600 ,2202,15.4,4.7,6.9,66.7
1600-1700 ,2202,16.3,2.2,5.6000000000000005,69.5
1700-1800 ,2202,13.4,1.5,4.4,73.5
1800-1900 ,2202,24.5,0.9,2.1,66.9
1900-2000 ,2202,21,1.5,1.2,71.1
2000-2100 ,2202,29.1,1.1,2.2,60.3
2100-2200 ,2202,28.4,0.7,1.4,61.7
2200-2300 ,2202,37.5,0.8,0.8,55.1
0700-0800 ,6208,10.4,3.1,16.6,54.2
0800-0900 ,6208,4.8,2.8,17.9,58.5
0900-1000 ,6208,7.1,0,24.7,51.7
1000-1100 ,6208,11.8,0,27.4,51
1100-1200 ,6208,6.9,0,35.3,45.2
1200-1300 ,6208,9.1,0.6,21.8,55.7
1300-1400 ,6208,9,0.6,23.900000000000002,54.8
1400-1500 ,6208,6.7,1.1,30,52.9
1500-1600 ,6208,11.5,0,26.1,52.9
1600-1700 ,6208,9.6,0.7,22.5,54.6
1700-1800 ,6208,10.7,0,11.4,62.6
1800-1900 ,6208,8.1,0.5,14.2,66.7
1900-2000 ,6208,3.3,1.3,6.0,79.5
2000-2100 ,6208,3.5,0.9,12.3,71.9
2100-2200 ,6208,8.2,0,9.2,74.7
2200-2300 ,6208,23.1,0,8.5,64
0700-0800 ,2205,30.1,8.9,2.5,54.7
0800-0900 ,2205,25.9,4.7,6.1,60.8
0900-1000 ,2205,31.4,0.8,10.700000000000001,54.2
1000-1100 ,2205,19.9,0.4,10.8,63.9
1100-1200 ,2205,21.2,1.2,11.6,62
1200-1300 ,2205,17.9,1.3,6.8,69.2
1300-1400 ,2205,23.5,2.8,10.8,57.3
1400-1500 ,2205,21.4,3.8,10.600000000000001,61
1500-1600 ,2205,19.5,3.8,9.7,64.5
1600-1700 ,2205,20.3,3,9,64.7
1700-1800 ,2205,26.5,1.2,4,65.4
1800-1900 ,2205,21.1,1.3,1.7,72.3
1900-2000 ,2205,15.9,1.1,1.9,78
2000-2100 ,2205,19.9,1.4,5.7,68.8
2100-2200 ,2205,32.1,1.2,1.2,56
2200-2300 ,2205,32.7,0.9,1.8,60
0700-0800 ,4205,36.5,1.2,10.3,37.7
0800-0900 ,4205,31,1.2,10.0,48.9
0900-1000 ,4205,30.5,0.8,15.1,45.4
1000-1100 ,4205,39.1,0.6,17.700000000000003,32.9
1100-1200 ,4205,36.1,0.9,12.3,38
1200-1300 ,4205,29,1.5,14.5,43.7
1300-1400 ,4205,32.9,2.1,12.899999999999999,38
1400-1500 ,4205,30.9,0.6,15.4,44.6
1500-1600 ,4205,33.8,0.5,16.0,38.6
1600-1700 ,4205,25.6,0.7,15.6,49.1
1700-1800 ,4205,24.1,0.6,13.9,49.6
1800-1900 ,4205,24.9,0.3,7.0,58.1
1900-2000 ,4205,25.9,0.4,1.5,58.2
2000-2100 ,4205,36.7,0.3,3.9,44.8
2100-2200 ,4205,33.9,0.4,4.3,45.6
